,best_fitness,best_chromosome
162,-0.6000000000000003,[1 2 3 4 5 6 0 1 0 3 0 5 7 2 7 4 7 6 2 1 4 5 1 3 3 5 2 4 1 6 8 8 7 9 2 1]
163,-0.6000000000000003,[1 2 3 4 5 6 0 1 0 3 0 5 7 2 7 4 7 6 2 1 4 5 1 3 3 5 2 4 1 6 8 8 7 9 2 1]
164,-0.6000000000000003,[1 2 3 4 5 6 0 1 0 3 0 5 7 2 7 4 7 6 2 1 4 5 1 3 3 5 2 4 1 6 8 8 7 9 2 1]
165,-0.6000000000000003,[1 2 3 4 5 6 0 1 0 3 0 5 7 2 7 4 7 6 2 1 4 5 1 3 3 5 2 4 1 6 8 8 7 9 2 1]
166,-0.6000000000000003,[1 2 3 4 5 6 0 1 0 3 0 5 7 2 7 4 7 6 2 1 4 5 1 3 3 5 2 4 1 6 8 8 7 9 2 1]
167,-0.6000000000000003,[1 2 3 4 5 6 0 1 0 3 0 5 7 2 7 4 7 6 2 1 4 5 1 3 3 5 2 4 1 6 8 8 7 9 2 1]
168,-0.6000000000000003,[1 2 3 4 5 6 0 1 0 3 0 5 7 2 7 4 7 6 2 1 4 5 1 3 3 5 2 4 1 6 8 8 7 9 2 1]
169,-0.6000000000000003,[1 2 3 4 5 6 0 1 0 3 0 5 7 2 7 4 7 6 2 1 4 5 1 3 3 5 2 4 1 6 8 8 7 9 2 1]
170,-0.6000000000000003,[1 2 3 4 5 6 0 1 0 3 0 5 7 2 7 4 7 6 2 1 4 5 1 3 3 5 2 4 1 6 8 8 7 9 2 1]
171,-0.6000000000000003,[1 2 3 4 5 6 0 1 0 3 0 5 7 2 7 4 7 6 2 1 4 5 1 3 3 5 2 4 1 6 8 8 7 9 2 1]
172,-0.6000000000000003,[1 2 3 4 5 6 0 1 0 3 0 5 7 2 7 4 7 6 2 1 4 5 1 3 3 5 2 4 1 6 8 8 7 9 2 1]
173,-0.6000000000000003,[1 2 3 4 5 6 0 1 0 3 0 5 7 2 7 4 7 6 2 1 4 5 1 3 3 5 2 4 1 6 8 8 7 9 2 1]
174,-0.6000000000000003,[1 2 3 4 5 6 0 1 0 3 0 5 7 2 7 4 7 6 2 1 4 5 1 3 3 5 2 4 1 6 8 8 7 9 2 1]
175,-0.6000000000000003,[1 2 3 4 5 6 0 1 0 3 0 5 7 2 7 4 7 6 2 1 4 5 1 3 3 5 2 4 1 6 8 8 7 9 2 1]
176,-0.6000000000000003,[1 2 3 4 5 6 0 1 0 3 0 5 7 2 7 4 7 6 2 1 4 5 1 3 3 5 2 4 1 6 8 8 7 9 2 1]
177,-0.6000000000000003,[1 2 3 4 5 6 0 1 0 3 0 5 7 2 7 4 7 6 2 1 4 5 1 3 3 5 2 4 1 6 8 8 7 9 2 1]
178,-0.6000000000000003,[1 2 3 4 5 6 0 1 0 3 0 5 7 2 7 4 7 6 2 1 4 5 1 3 3 5 2 4 1 6 8 8 7 9 2 1]
179,-0.6000000000000003,[1 2 3 4 5 6 0 1 0 3 0 5 7 2 7 4 7 6 2 1 4 5 1 3 3 5 2 4 1 6 8 8 7 9 2 1]
180,-0.6000000000000003,[1 2 3 4 5 6 0 1 0 3 0 5 7 2 7 4 7 6 2 1 4 5 1 3 3 5 2 4 1 6 8 8 7 9 2 1]
181,-0.6000000000000003,[1 2 3 4 5 6 0 1 0 3 0 5 7 2 7 4 7 6 2 1 4 5 1 3 3 5 2 4 1 6 8 8 7 9 2 1]
182,-0.6000000000000003,[1 2 3 4 5 6 0 1 0 3 0 5 7 2 7 4 7 6 2 1 4 5 1 3 3 5 2 4 1 6 8 8 7 9 2 1]
183,-0.6000000000000003,[1 2 3 4 5 6 0 1 0 3 0 5 7 2 7 4 7 6 2 1 4 5 1 3 3 5 2 4 1 6 8 8 7 9 2 1]
184,-0.6000000000000003,[1 2 3 4 5 6 0 1 0 3 0 5 7 2 7 4 7 6 2 1 4 5 1 3 3 5 2 4 1 6 8 8 7 9 2 1]
185,-0.6000000000000003,[1 2 3 4 5 6 0 1 0 3 0 5 7 2 7 4 7 6 2 1 4 5 1 3 3 5 2 4 1 6 8 8 7 9 2 1]
186,-0.6000000000000003,[1 2 3 4 5 6 0 1 0 3 0 5 7 2 7 4 7 6 2 1 4 5 1 3 3 5 2 4 1 6 8 8 7 9 2 1]
187,-0.6000000000000003,[1 2 3 4 5 6 0 1 0 3 0 5 7 2 7 4 7 6 2 1 4 5 1 3 3 5 2 4 1 6 8 8 7 9 2 1]
188,-0.6000000000000003,[1 2 3 4 5 6 0 1 0 3 0 5 7 2 7 4 7 6 2 1 4 5 1 3 3 5 2 4 1 6 8 8 7 9 2 1]
189,-0.6000000000000003,[1 2 3 4 5 6 0 1 0 3 0 5 7 2 7 4 7 6 2 1 4 5 1 3 3 5 2 4 1 6 8 8 7 9 2 1]
190,-0.6000000000000003,[1 2 3 4 5 6 0 1 0 3 0 5 7 2 7 4 7 6 2 1 4 5 1 3 3 5 2 4 1 6 8 8 7 9 2 1]
191,-0.6000000000000003,[1 2 3 4 5 6 0 1 0 3 0 5 7 2 7 4 7 6 2 1 4 5 1 3 3 5 2 4 1 6 8 8 7 9 2 1]
192,-0.6000000000000003,[1 2 3 4 5 6 0 1 0 3 0 5 7 2 7 4 7 6 2 1 4 5 1 3 3 5 2 4 1 6 8 8 7 9 2 1]
193,-0.6000000000000003,[1 2 3 4 5 6 0 1 0 3 0 5 7 2 7 4 7 6 2 1 4 5 1 3 3 5 2 4 1 6 8 8 7 9 2 1]
194,-0.6000000000000003,[1 2 3 4 5 6 0 1 0 3 0 5 7 2 7 4 7 6 2 1 4 5 1 3 3 5 2 4 1 6 8 8 7 9 2 1]
195,-0.6000000000000003,[1 2 3 4 5 6 0 1 0 3 0 5 7 2 7 4 7 6 2 1 4 5 1 3 3 5 2 4 1 6 8 8 7 9 2 1]
196,-0.6000000000000003,[1 2 3 4 5 6 0 1 0 3 0 5 7 2 7 4 7 6 2 1 4 5 1 3 3 5 2 4 1 6 8 8 7 9 2 1]
197,-0.6000000000000003,[1 2 3 4 5 6 0 1 0 3 0 5 7 2 7 4 7 6 2 1 4 5 1 3 3 5 2 4 1 6 8 8 7 9 2 1]
198,-0.6000000000000003,[1 2 3 4 5 6 0 1 0 3 0 5 7 2 7 4 7 6 2 1 4 5 1 3 3 5 2 4 1 6 8 8 7 9 2 1]
199,-0.6000000000000003,[1 2 3 4 5 6 0 1 0 3 0 5 7 2 7 4 7 6 2 1 4 5 1 3 3 5 2 4 1 6 8 8 7 9 2 1]
200,-0.6000000000000003,[1 2 3 4 5 6 0 1 0 3 0 5 7 2 7 4 7 6 2 1 4 5 1 3 3 5 2 4 1 6 8 8 7 9 2 1]
201,-0.6000000000000003,[1 2 3 4 5 6 0 1 0 3 0 5 7 2 7 4 7 6 2 1 4 5 1 3 3 5 2 4 1 6 8 8 7 9 2 1]
202,-0.6000000000000003,[1 2 3 4 5 6 0 1 0 3 0 5 7 2 7 4 7 6 2 1 4 5 1 3 3 5 2 4 1 6 8 8 7 9 2 1]
203,-0.6000000000000003,[1 2 3 4 5 6 0 1 0 3 0 5 7 2 7 4 7 6 2 1 4 5 1 3 3 5 2 4 1 6 8 8 7 9 2 1]
204,-0.6000000000000003,[1 2 3 4 5 6 0 1 0 3 0 5 7 2 7 4 7 6 2 1 4 5 1 3 3 5 2 4 1 6 8 8 7 9 2 1]
205,-0.6000000000000003,[1 2 3 4 5 6 0 1 0 3 0 5 7 2 7 4 7 6 2 1 4 5 1 3 3 5 2 4 1 6 8 8 7 9 2 1]
206,-0.6000000000000003,[1 2 3 4 5 6 0 1 0 3 0 5 7 2 7 4 7 6 2 1 4 5 1 3 3 5 2 4 1 6 8 8 7 9 2 1]
207,-0.6000000000000003,[1 2 3 4 5 6 0 1 0 3 0 5 7 2 7 4 7 6 2 1 4 5 1 3 3 5 2 4 1 6 8 8 7 9 2 1]
208,-0.6000000000000003,[1 2 3 4 5 6 0 1 0 3 0 5 7 2 7 4 7 6 2 1 4 5 1 3 3 5 2 4 1 6 8 8 7 9 2 1]
209,-0.6000000000000003,[1 2 3 4 5 6 0 1 0 3 0 5 7 2 7 4 7 6 2 1 4 5 1 3 3 5 2 4 1 6 8 8 7 9 2 1]
210,-0.6000000000000003,[1 2 3 4 5 6 0 1 0 3 0 5 7 2 7 4 7 6 2 1 4 5 1 3 3 5 2 4 1 6 8 8 7 9 2 1]
211,-0.6000000000000003,[1 2 3 4 5 6 0 1 0 3 0 5 7 2 7 4 7 6 2 1 4 5 1 3 3 5 2 4 1 6 8 8 7 9 2 1]
212,-0.6000000000000003,[1 2 3 4 5 6 0 1 0 3 0 5 7 2 7 4 7 6 2 1 4 5 1 3 3 5 2 4 1 6 8 8 7 9 2 1]
213,-0.6000000000000003,[1 2 3 4 5 6 0 1 0 3 0 5 7 2 7 4 7 6 2 1 4 5 1 3 3 5 2 4 1 6 8 8 7 9 2 1]
214,-0.6000000000000003,[1 2 3 4 5 6 0 1 0 3 0 5 7 2 7 4 7 6 2 1 4 5 1 3 3 5 2 4 1 6 8 8 7 9 2 1]
215,-0.6000000000000003,[1 2 3 4 5 6 0 1 0 3 0 5 7 2 7 4 7 6 2 1 4 5 1 3 3 5 2 4 1 6 8 8 7 9 2 1]
216,-0.6000000000000003,[1 2 3 4 5 6 0 1 0 3 0 5 7 2 7 4 7 6 2 1 4 5 1 3 3 5 2 4 1 6 8 8 7 9 2 1]
217,-0.6000000000000003,[1 2 3 4 5 6 0 1 0 3 0 5 7 2 7 4 7 6 2 1 4 5 1 3 3 5 2 4 1 6 8 8 7 9 2 1]
218,-0.6000000000000003,[1 2 3 4 5 6 0 1 0 3 0 5 7 2 7 4 7 6 2 1 4 5 1 3 3 5 2 4 1 6 8 8 7 9 2 1]
219,-0.6000000000000003,[1 2 3 4 5 6 0 1 0 3 0 5 7 2 7 4 7 6 2 1 4 5 1 3 3 5 2 4 1 6 8 8 7 9 2 1]
220,-0.6000000000000003,[1 2 3 4 5 6 0 1 0 3 0 5 7 2 7 4 7 6 2 1 4 5 1 3 3 5 2 4 1 6 8 8 7 9 2 1]
221,-0.6000000000000003,[1 2 3 4 5 6 0 1 0 3 0 5 7 2 7 4 7 6 2 1 4 5 1 3 3 5 2 4 1 6 8 8 7 9 2 1]
222,-0.6000000000000003,[1 2 3 4 5 6 0 1 0 3 0 5 7 2 7 4 7 6 2 1 4 5 1 3 3 5 2 4 1 6 8 8 7 9 2 1]
223,-0.6000000000000003,[1 2 3 4 5 6 0 1 0 3 0 5 7 2 7 4 7 6 2 1 4 5 1 3 3 5 2 4 1 6 8 8 7 9 2 1]
224,-0.6000000000000003,[1 2 3 4 5 6 0 1 0 3 0 5 7 2 7 4 7 6 2 1 4 5 1 3 3 5 2 4 1 6 8 8 7 9 2 1]
225,-0.6000000000000003,[1 2 3 4 5 6 0 1 0 3 0 5 7 2 7 4 7 6 2 1 4 5 1 3 3 5 2 4 1 6 8 8 7 9 2 1]
226,-0.6000000000000003,[1 2 3 4 5 6 0 1 0 3 0 5 7 2 7 4 7 6 2 1 4 5 1 3 3 5 2 4 1 6 8 8 7 9 2 1]
227,-0.6000000000000003,[1 2 3 4 5 6 0 1 0 3 0 5 7 2 7 4 7 6 2 1 4 5 1 3 3 5 2 4 1 6 8 8 7 9 2 1]
228,-0.6000000000000003,[1 2 3 4 5 6 0 1 0 3 0 5 7 2 7 4 7 6 2 1 4 5 1 3 3 5 2 4 1 6 8 8 7 9 2 1]
229,-0.6000000000000003,[1 2 3 4 5 6 0 1 0 3 0 5 7 2 7 4 7 6 2 1 4 5 1 3 3 5 2 4 1 6 8 8 7 9 2 1]
230,-0.6000000000000003,[1 2 3 4 5 6 0 1 0 3 0 5 7 2 7 4 7 6 2 1 4 5 1 3 3 5 2 4 1 6 8 8 7 9 2 1]
231,-0.6000000000000003,[1 2 3 4 5 6 0 1 0 3 0 5 7 2 7 4 7 6 2 1 4 5 1 3 3 5 2 4 1 6 8 8 7 9 2 1]
232,-0.6000000000000003,[1 2 3 4 5 6 0 1 0 3 0 5 7 2 7 4 7 6 2 1 4 5 1 3 3 5 2 4 1 6 8 8 7 9 2 1]
233,-0.6000000000000003,[1 2 3 4 5 6 0 1 0 3 0 5 7 2 7 4 7 6 2 1 4 5 1 3 3 5 2 4 1 6 8 8 7 9 2 1]
234,-0.6000000000000003,[1 2 3 4 5 6 0 1 0 3 0 5 7 2 7 4 7 6 2 1 4 5 1 3 3 5 2 4 1 6 8 8 7 9 2 1]
235,-0.6000000000000003,[1 2 3 4 5 6 0 1 0 3 0 5 7 2 7 4 7 6 2 1 4 5 1 3 3 5 2 4 1 6 8 8 7 9 2 1]
236,-0.6000000000000003,[1 2 3 4 5 6 0 1 0 3 0 5 7 2 7 4 7 6 2 1 4 5 1 3 3 5 2 4 1 6 8 8 7 9 2 1]
237,-0.6000000000000003,[1 2 3 4 5 6 0 1 0 3 0 5 7 2 7 4 7 6 2 1 4 5 1 3 3 5 2 4 1 6 8 8 7 9 2 1]
238,-0.6000000000000003,[1 2 3 4 5 6 0 1 0 3 0 5 7 2 7 4 7 6 2 1 4 5 1 3 3 5 2 4 1 6 8 8 7 9 2 1]
239,-0.6000000000000003,[1 2 3 4 5 6 0 1 0 3 0 5 7 2 7 4 7 6 2 1 4 5 1 3 3 5 2 4 1 6 8 8 7 9 2 1]
240,-0.6000000000000003,[1 2 3 4 5 6 0 1 0 3 0 5 7 2 7 4 7 6 2 1 4 5 1 3 3 5 2 4 1 6 8 8 7 9 2 1]
241,-0.6000000000000003,[1 2 3 4 5 6 0 1 0 3 0 5 7 2 7 4 7 6 2 1 4 5 1 3 3 5 2 4 1 6 8 8 7 9 2 1]
242,-0.6000000000000003,[1 2 3 4 5 6 0 1 0 3 0 5 7 2 7 4 7 6 2 1 4 5 1 3 3 5 2 4 1 6 8 8 7 9 2 1]
243,-0.6000000000000003,[1 2 3 4 5 6 0 1 0 3 0 5 7 2 7 4 7 6 2 1 4 5 1 3 3 5 2 4 1 6 8 8 7 9 2 1]
244,-0.6285714285714286,[1 2 3 4 5 6 0 8 5 3 0 0 7 2 7 4 7 6 2 3 4 5 9 9 1 5 2 4 1 6 8 8 7 9 2 1]
245,-0.6285714285714286,[1 2 3 4 5 6 0 8 5 3 0 0 7 2 7 4 7 6 2 3 4 5 9 9 1 5 2 4 1 6 8 8 7 9 2 1]
246,-0.6285714285714286,[1 2 3 4 5 6 0 8 5 3 0 0 7 2 7 4 7 6 2 3 4 5 9 9 1 5 2 4 1 6 8 8 7 9 2 1]
247,-0.6285714285714286,[1 2 3 4 5 6 0 8 5 3 0 0 7 2 7 4 7 6 2 3 4 5 9 9 1 5 2 4 1 6 8 8 7 9 2 1]
248,-0.6285714285714286,[1 2 3 4 5 6 0 8 5 3 0 0 7 2 7 4 7 6 2 3 4 5 9 9 1 5 2 4 1 6 8 8 7 9 2 1]
249,-0.6285714285714286,[1 2 3 4 5 6 0 8 5 3 0 0 7 2 7 4 7 6 2 3 4 5 9 9 1 5 2 4 1 6 8 8 7 9 2 1]
250,-0.6285714285714286,[1 2 3 4 5 6 0 8 5 3 0 0 7 2 7 4 7 6 2 3 4 5 9 9 1 5 2 4 1 6 8 8 7 9 2 1]
251,-0.6285714285714286,[1 2 3 4 5 6 0 8 5 3 0 0 7 2 7 4 7 6 2 3 4 5 9 9 1 5 2 4 1 6 8 8 7 9 2 1]
252,-0.6285714285714286,[1 2 3 4 5 6 0 8 5 3 0 0 7 2 7 4 7 6 2 3 4 5 9 9 1 5 2 4 1 6 8 8 7 9 2 1]
253,-0.6285714285714286,[1 2 3 4 5 6 0 8 5 3 0 0 7 2 7 4 7 6 2 3 4 5 9 9 1 5 2 4 1 6 8 8 7 9 2 1]
254,-0.6285714285714286,[1 2 3 4 5 6 0 8 5 3 0 0 7 2 7 4 7 6 2 3 4 5 9 9 1 5 2 4 1 6 8 8 7 9 2 1]
255,-0.6285714285714286,[1 2 3 4 5 6 0 8 5 3 0 0 7 2 7 4 7 6 2 3 4 5 9 9 1 5 2 4 1 6 8 8 7 9 2 1]
256,-0.6285714285714286,[1 2 3 4 5 6 0 8 5 3 0 0 7 2 7 4 7 6 2 3 4 5 9 9 1 5 2 4 1 6 8 8 7 9 2 1]
257,-0.6285714285714286,[1 2 3 4 5 6 0 8 5 3 0 0 7 2 7 4 7 6 2 3 4 5 9 9 1 5 2 4 1 6 8 8 7 9 2 1]
258,-0.6285714285714286,[1 2 3 4 5 6 0 8 5 3 0 0 7 2 7 4 7 6 2 3 4 5 9 9 1 5 2 4 1 6 8 8 7 9 2 1]
259,-0.6285714285714286,[1 2 3 4 5 6 0 8 5 3 0 0 7 2 7 4 7 6 2 3 4 5 9 9 1 5 2 4 1 6 8 8 7 9 2 1]
260,-0.6285714285714286,[1 2 3 4 5 6 0 8 5 3 0 0 7 2 7 4 7 6 2 3 4 5 9 9 1 5 2 4 1 6 8 8 7 9 2 1]
261,-0.6285714285714286,[1 2 3 4 5 6 0 8 5 3 0 0 7 2 7 4 7 6 2 3 4 5 9 9 1 5 2 4 1 6 8 8 7 9 2 1]
262,-0.6285714285714286,[1 2 3 4 5 6 0 8 5 3 0 0 7 2 7 4 7 6 2 3 4 5 9 9 1 5 2 4 1 6 8 8 7 9 2 1]
263,-0.6285714285714286,[1 2 3 4 5 6 0 8 5 3 0 0 7 2 7 4 7 6 2 3 4 5 9 9 1 5 2 4 1 6 8 8 7 9 2 1]
264,-0.6285714285714286,[1 2 3 4 5 6 0 8 5 3 0 0 7 2 7 4 7 6 2 3 4 5 9 9 1 5 2 4 1 6 8 8 7 9 2 1]
265,-0.6285714285714286,[1 2 3 4 5 6 0 8 5 3 0 0 7 2 7 4 7 6 2 3 4 5 9 9 1 5 2 4 1 6 8 8 7 9 2 1]
266,-0.6285714285714286,[1 2 3 4 5 6 0 8 5 3 0 0 7 2 7 4 7 6 2 3 4 5 9 9 1 5 2 4 1 6 8 8 7 9 2 1]
267,-0.6285714285714286,[1 2 3 4 5 6 0 8 5 3 0 0 7 2 7 4 7 6 2 3 4 5 9 9 1 5 2 4 1 6 8 8 7 9 2 1]
268,-0.6285714285714286,[1 2 3 4 5 6 0 8 5 3 0 0 7 2 7 4 7 6 2 3 4 5 9 9 1 5 2 4 1 6 8 8 7 9 2 1]
269,-0.6285714285714286,[1 2 3 4 5 6 0 8 5 3 0 0 7 2 7 4 7 6 2 3 4 5 9 9 1 5 2 4 1 6 8 8 7 9 2 1]
270,-0.6285714285714286,[1 2 3 4 5 6 0 8 5 3 0 0 7 2 7 4 7 6 2 3 4 5 9 9 1 5 2 4 1 6 8 8 7 9 2 1]
271,-0.6285714285714286,[1 2 3 4 5 6 0 8 5 3 0 0 7 2 7 4 7 6 2 3 4 5 9 9 1 5 2 4 1 6 8 8 7 9 2 1]
272,-0.6285714285714286,[1 2 3 4 5 6 0 8 5 3 0 0 7 2 7 4 7 6 2 3 4 5 9 9 1 5 2 4 1 6 8 8 7 9 2 1]
273,-0.6285714285714286,[1 2 3 4 5 6 0 8 5 3 0 0 7 2 7 4 7 6 2 3 4 5 9 9 1 5 2 4 1 6 8 8 7 9 2 1]
274,-0.6285714285714286,[1 2 3 4 5 6 0 8 5 3 0 0 7 2 7 4 7 6 2 3 4 5 9 9 1 5 2 4 1 6 8 8 7 9 2 1]
275,-0.6285714285714286,[1 2 3 4 5 6 0 8 5 3 0 0 7 2 7 4 7 6 2 3 4 5 9 9 1 5 2 4 1 6 8 8 7 9 2 1]
276,-0.6285714285714286,[1 2 3 4 5 6 0 8 5 3 0 0 7 2 7 4 7 6 2 3 4 5 9 9 1 5 2 4 1 6 8 8 7 9 2 1]
277,-0.6285714285714286,[1 2 3 4 5 6 0 8 5 3 0 0 7 2 7 4 7 6 2 3 4 5 9 9 1 5 2 4 1 6 8 8 7 9 2 1]
278,-0.6285714285714286,[1 2 3 4 5 6 0 8 5 3 0 0 7 2 7 4 7 6 2 3 4 5 9 9 1 5 2 4 1 6 8 8 7 9 2 1]
279,-0.6285714285714286,[1 2 3 4 5 6 0 8 5 3 0 0 7 2 7 4 7 6 2 3 4 5 9 9 1 5 2 4 1 6 8 8 7 9 2 1]
280,-0.6285714285714286,[1 2 3 4 5 6 0 8 5 3 0 0 7 2 7 4 7 6 2 3 4 5 9 9 1 5 2 4 1 6 8 8 7 9 2 1]
281,-0.6285714285714286,[1 2 3 4 5 6 0 8 5 3 0 0 7 2 7 4 7 6 2 3 4 5 9 9 1 5 2 4 1 6 8 8 7 9 2 1]
282,-0.6285714285714286,[1 2 3 4 5 6 0 8 5 3 0 0 7 2 7 4 7 6 2 3 4 5 9 9 1 5 2 4 1 6 8 8 7 9 2 1]
283,-0.6285714285714286,[1 2 3 4 5 6 0 8 5 3 0 0 7 2 7 4 7 6 2 3 4 5 9 9 1 5 2 4 1 6 8 8 7 9 2 1]
284,-0.6285714285714286,[1 2 3 4 5 6 0 8 5 3 0 0 7 2 7 4 7 6 2 3 4 5 9 9 1 5 2 4 1 6 8 8 7 9 2 1]
285,-0.6285714285714286,[1 2 3 4 5 6 0 8 5 3 0 0 7 2 7 4 7 6 2 3 4 5 9 9 1 5 2 4 1 6 8 8 7 9 2 1]
286,-0.6285714285714286,[1 2 3 4 5 6 0 8 5 3 0 0 7 2 7 4 7 6 2 3 4 5 9 9 1 5 2 4 1 6 8 8 7 9 2 1]
287,-0.6285714285714286,[1 2 3 4 5 6 0 8 5 3 0 0 7 2 7 4 7 6 2 3 4 5 9 9 1 5 2 4 1 6 8 8 7 9 2 1]
288,-0.6285714285714286,[1 2 3 4 5 6 0 8 5 3 0 0 7 2 7 4 7 6 2 3 4 5 9 9 1 5 2 4 1 6 8 8 7 9 2 1]
289,-0.6285714285714286,[1 2 3 4 5 6 0 8 5 3 0 0 7 2 7 4 7 6 2 3 4 5 9 9 1 5 2 4 1 6 8 8 7 9 2 1]
290,-0.6285714285714286,[1 2 3 4 5 6 0 8 5 3 0 0 7 2 7 4 7 6 2 3 4 5 9 9 1 5 2 4 1 6 8 8 7 9 2 1]
291,-0.6285714285714286,[1 2 3 4 5 6 0 8 5 3 0 0 7 2 7 4 7 6 2 3 4 5 9 9 1 5 2 4 1 6 8 8 7 9 2 1]
292,-0.6285714285714286,[1 2 3 4 5 6 0 8 5 3 0 0 7 2 7 4 7 6 2 3 4 5 9 9 1 5 2 4 1 6 8 8 7 9 2 1]
293,-0.6285714285714286,[1 2 3 4 5 6 0 8 5 3 0 0 7 2 7 4 7 6 2 3 4 5 9 9 1 5 2 4 1 6 8 8 7 9 2 1]
294,-0.6285714285714286,[1 2 3 4 5 6 0 8 5 3 0 0 7 2 7 4 7 6 2 3 4 5 9 9 1 5 2 4 1 6 8 8 7 9 2 1]
295,-0.6285714285714286,[1 2 3 4 5 6 0 8 5 3 0 0 7 2 7 4 7 6 2 3 4 5 9 9 1 5 2 4 1 6 8 8 7 9 2 1]
296,-0.6285714285714286,[1 2 3 4 5 6 0 8 5 3 0 0 7 2 7 4 7 6 2 3 4 5 9 9 1 5 2 4 1 6 8 8 7 9 2 1]
297,-0.6285714285714286,[1 2 3 4 5 6 0 8 5 3 0 0 7 2 7 4 7 6 2 3 4 5 9 9 1 5 2 4 1 6 8 8 7 9 2 1]
298,-0.6285714285714286,[1 2 3 4 5 6 0 8 5 3 0 0 7 2 7 4 7 6 2 3 4 5 9 9 1 5 2 4 1 6 8 8 7 9 2 1]
299,-0.6285714285714286,[1 2 3 4 5 6 0 8 5 3 0 0 7 2 7 4 7 6 2 3 4 5 9 9 1 5 2 4 1 6 8 8 7 9 2 1]
300,-0.6285714285714286,[1 2 3 4 5 6 0 8 5 3 0 0 7 2 7 4 7 6 2 3 4 5 9 9 1 5 2 4 1 6 8 8 7 9 2 1]
301,-0.6285714285714286,[1 2 3 4 5 6 0 8 5 3 0 0 7 2 7 4 7 6 2 3 4 5 9 9 1 5 2 4 1 6 8 8 7 9 2 1]
302,-0.6285714285714286,[1 2 3 4 5 6 0 8 5 3 0 0 7 2 7 4 7 6 2 3 4 5 9 9 1 5 2 4 1 6 8 8 7 9 2 1]
303,-0.6285714285714286,[1 2 3 4 5 6 0 8 5 3 0 0 7 2 7 4 7 6 2 3 4 5 9 9 1 5 2 4 1 6 8 8 7 9 2 1]
304,-0.6285714285714286,[1 2 3 4 5 6 0 8 5 3 0 0 7 2 7 4 7 6 2 3 4 5 9 9 1 5 2 4 1 6 8 8 7 9 2 1]
305,-0.6285714285714286,[1 2 3 4 5 6 0 8 5 3 0 0 7 2 7 4 7 6 2 3 4 5 9 9 1 5 2 4 1 6 8 8 7 9 2 1]
306,-0.6285714285714286,[1 2 3 4 5 6 0 8 5 3 0 0 7 2 7 4 7 6 2 3 4 5 9 9 1 5 2 4 1 6 8 8 7 9 2 1]
307,-0.6285714285714286,[1 2 3 4 5 6 0 8 5 3 0 0 7 2 7 4 7 6 2 3 4 5 9 9 1 5 2 4 1 6 8 8 7 9 2 1]
308,-0.6285714285714286,[1 2 3 4 5 6 0 8 5 3 0 0 7 2 7 4 7 6 2 3 4 5 9 9 1 5 2 4 1 6 8 8 7 9 2 1]
309,-0.6285714285714286,[1 2 3 4 5 6 0 8 5 3 0 0 7 2 7 4 7 6 2 3 4 5 9 9 1 5 2 4 1 6 8 8 7 9 2 1]
310,-0.6285714285714286,[1 2 3 4 5 6 0 8 5 3 0 0 7 2 7 4 7 6 2 3 4 5 9 9 1 5 2 4 1 6 8 8 7 9 2 1]
311,-0.6285714285714286,[1 2 3 4 5 6 0 8 5 3 0 0 7 2 7 4 7 6 2 3 4 5 9 9 1 5 2 4 1 6 8 8 7 9 2 1]
312,-0.6285714285714286,[1 2 3 4 5 6 0 8 5 3 0 0 7 2 7 4 7 6 2 3 4 5 9 9 1 5 2 4 1 6 8 8 7 9 2 1]
313,-0.6285714285714286,[1 2 3 4 5 6 0 8 5 3 0 0 7 2 7 4 7 6 2 3 4 5 9 9 1 5 2 4 1 6 8 8 7 9 2 1]
314,-0.6285714285714286,[1 2 3 4 5 6 0 8 5 3 0 0 7 2 7 4 7 6 2 3 4 5 9 9 1 5 2 4 1 6 8 8 7 9 2 1]
315,-0.6285714285714286,[1 2 3 4 5 6 0 8 5 3 0 0 7 2 7 4 7 6 2 3 4 5 9 9 1 5 2 4 1 6 8 8 7 9 2 1]
316,-0.6285714285714286,[1 2 3 4 5 6 0 8 5 3 0 0 7 2 7 4 7 6 2 3 4 5 9 9 1 5 2 4 1 6 8 8 7 9 2 1]
317,-0.6285714285714286,[1 2 3 4 5 6 0 8 5 3 0 0 7 2 7 4 7 6 2 3 4 5 9 9 1 5 2 4 1 6 8 8 7 9 2 1]
318,-0.6285714285714286,[1 2 3 4 5 6 0 8 5 3 0 0 7 2 7 4 7 6 2 3 4 5 9 9 1 5 2 4 1 6 8 8 7 9 2 1]
319,-0.6285714285714286,[1 2 3 4 5 6 0 8 5 3 0 0 7 2 7 4 7 6 2 3 4 5 9 9 1 5 2 4 1 6 8 8 7 9 2 1]
320,-0.6285714285714286,[1 2 3 4 5 6 0 8 5 3 0 0 7 2 7 4 7 6 2 3 4 5 9 9 1 5 2 4 1 6 8 8 7 9 2 1]
321,-0.6285714285714286,[1 2 3 4 5 6 0 8 5 3 0 0 7 2 7 4 7 6 2 3 4 5 9 9 1 5 2 4 1 6 8 8 7 9 2 1]
322,-0.6285714285714286,[1 2 3 4 5 6 0 8 5 3 0 0 7 2 7 4 7 6 2 3 4 5 9 9 1 5 2 4 1 6 8 8 7 9 2 1]
323,-0.6285714285714286,[1 2 3 4 5 6 0 8 5 3 0 0 7 2 7 4 7 6 2 3 4 5 9 9 1 5 2 4 1 6 8 8 7 9 2 1]
